,Unnamed: 0,Unnamed: 0.1,name,description,attribution,columns_field_name,columns_name,type,categories,domain_category,domain_tags,provenance,download_count,page_views_last_month,page_views_last_week,page_views_total,page_views_total_log,domain,mash,big_mash,topic_comp,topic_comp_list,top_topic_id
10212,10381,10381,NJ Geospatial Data Portal Website,"['This', 'is', 'a', 'link', 'to', 'the', 'New', 'Jersey', 'Office', 'of', 'GIS', 'Geospatial', 'Data', 'Portal']",,[],[],href,[],Reference Data,[],official,43.0,61.0,10.0,495.0,8.95419631039,data.nj.gov,"['reference', 'data']","['reference', 'data', 'This', 'is', 'a', 'link', 'to', 'the', 'New', 'Jersey', 'Office', 'of', 'GIS', 'Geospatial', 'Data', 'Portal']","[(14, 0.11324786324786311), (19, 0.20509296818272491), (24, 0.29772079658368561), (30, 0.16199594032507508), (35, 0.12151508123329971)]","[(24, 0.2977207965836856), (19, 0.2050929681827249), (30, 0.16199594032507508), (35, 0.12151508123329971), (14, 0.11324786324786311)]",24
5389,5389,5389,Bills That Passed 2013 Legislature,"['Bills', 'that', 'Passed', 'the', '2013', 'Legislature']",Hawaii State Legislature,"['title', 'companion', 'abstract', 'status', 'appropriation', 'introducer_s', 'current_referral', 'subject', 'bill']","['Title', 'Companion', 'Abstract', 'Status', 'Appropriation', 'Introducer(s)', 'Current Referral', 'Subject', 'Bill']",dataset,[],Government-Wide Support,"['legislature', '2013 bills']",official,548.0,1.0,0.0,475.0,8.89481776331,data.hawaii.gov,"['legislature', '2013', 'bills', 'government-wide', 'support']","['legislature', '2013', 'bills', 'government-wide', 'support', 'Bills', 'that', 'Passed', 'the', '2013', 'Legislature']","[(3, 0.1274038461538462), (17, 0.12740384615384609), (22, 0.1274038461538462), (24, 0.25240384615384626), (44, 0.25240384615384626)]","[(24, 0.25240384615384626), (44, 0.25240384615384626), (3, 0.1274038461538462), (22, 0.1274038461538462), (17, 0.1274038461538461)]",24
9452,9621,9621,Cigarette and Other Tobacco Products Licensees,"['List', 'of', 'Cigarette', 'and', 'Other', 'Tobacco', 'Products', 'Licensees']",Missouri Department of Revenue,"['mailing_address', 'license_number', 'retailer', 'other_tobacco_products', 'cigarette', 'licensee_name']","['Mailing Address', 'License Number', 'Retailer', 'Other Tobacco Products', 'Cigarette', 'Licensee Name']",dataset,[],Revenue,"['other tobacco products', 'licensees', 'tobacco']",official,609.0,24.0,2.0,471.0,8.88264304936,data.mo.gov,"['other', 'tobacco', 'products', 'licensees', 'tobacco', 'revenue']","['other', 'tobacco', 'products', 'licensees', 'tobacco', 'revenue', 'List', 'of', 'Cigarette', 'and', 'Other', 'Tobacco', 'Products', 'Licensees']","[(21, 0.092657342657342559), (24, 0.2744755244755242), (25, 0.092657342657342587), (31, 0.12471139444081292), (35, 0.15151238178296303), (48, 0.18356643356643337)]","[(24, 0.2744755244755242), (48, 0.18356643356643337), (35, 0.15151238178296303), (31, 0.12471139444081292), (25, 0.09265734265734259), (21, 0.09265734265734256)]",24
749,749,749,Alameda County City Arts Councils Commissions Associations List,"['2012', 'Alameda', 'County', 'City', 'Arts', 'Councils', 'Commissions', 'Associations', 'List', 'Information', 'about', 'each', 'organization', 'is', 'provided', 'by', 'the', ""organization's"", 'website', 'or', 'other', 'sources', 'There', 'is', 'no', 'official', 'affiliation', 'between', 'Alameda', 'County', 'and', 'the', 'organizations', 'listed']",Alameda County,"['information', 'website', 'name_of_art_commission']","['Information', 'Website', 'Name of Art Commission']",dataset,['health'],Business,"['associations', '2012', 'art commission', 'alameda county']",official,290.0,2.0,1.0,470.0,8.87958324961,data.acgov.org,"['associations', '2012', 'art', 'commission', 'alameda', 'county', 'health', 'business']","['associations', '2012', 'art', 'commission', 'alameda', 'county', 'health', 'business', '2012', 'Alameda', 'County', 'City', 'Arts', 'Councils', 'Commissions', 'Associations', 'List', 'Information', 'about', 'each', 'organization', 'is', 'provided', 'by', 'the', ""organization's"", 'website', 'or', 'other', 'sources', 'There', 'is', 'no', 'official', 'affiliation', 'between', 'Alameda', 'County', 'and', 'the', 'organizations', 'listed']","[(2, 0.057694272200897331), (5, 0.044383766142266905), (22, 0.069360581547190422), (24, 0.28494339784864303), (29, 0.24268595315677136), (35, 0.056593151999176063), (43, 0.10105896041612665), (48, 0.038538880335443795), (51, 0.075208069320516907)]","[(24, 0.28494339784864303), (29, 0.24268595315677136), (43, 0.10105896041612665), (51, 0.07520806932051691), (22, 0.06936058154719042), (2, 0.05769427220089733), (35, 0.05659315199917606), (5, 0.044383766142266905), (48, 0.038538880335443795)]",24
15815,15984,15984,Special Event Permits,[],,"['class', 'of_people', 'description', 'date', 'location', 'permit', 'address']","['Class', '# of People', 'Description', 'Date', 'Location', 'Permit  #', 'Address']",dataset,[],Special Events,[],official,94.0,1.0,1.0,453.0,8.82654848729,data.weho.org,"['special', 'events']","['special', 'events']","[(24, 0.67307692307650457)]","[(24, 0.6730769230765046)]",24
754,754,754,Artwork Year Completed,"['Artist’s', 'First', 'Name', 'Artists', 'Last', 'Name', 'Artwork', 'Title', 'Year', 'Completed', 'Artwork', 'Medium']",Alameda County,"['artist_s_last_name', 'artwork_title', 'year_completed', 'artist_s_first_name', 'artwork_medium']","[""Artist's Last Name"", 'Artwork Title', 'Year Completed', ""Artist's First Name"", 'Artwork Medium']",chart,['politics'],Business,"['name', 'art collection registry', 'alameda county']",official,51.0,0.0,0.0,451.0,8.82017896242,data.acgov.org,"['name', 'art', 'collection', 'registry', 'alameda', 'county', 'politics', 'business']","['name', 'art', 'collection', 'registry', 'alameda', 'county', 'politics', 'business', 'Artist’s', 'First', 'Name', 'Artists', 'Last', 'Name', 'Artwork', 'Title', 'Year', 'Completed', 'Artwork', 'Medium']","[(4, 0.15411992973108685), (5, 0.055123698843557001), (12, 0.048534798534798487), (24, 0.24290499355048947), (29, 0.08753811622347997), (31, 0.048824967724018294), (33, 0.040318285348952529), (38, 0.048534798534798501), (46, 0.1481088652282754), (48, 0.048534798534798501), (51, 0.039910960199956762)]","[(24, 0.24290499355048947), (4, 0.15411992973108685), (46, 0.1481088652282754), (29, 0.08753811622347997), (5, 0.055123698843557), (31, 0.048824967724018294), (38, 0.0485347985347985), (48, 0.0485347985347985), (12, 0.04853479853479849), (33, 0.04031828534895253), (51, 0.03991096019995676)]",24
16054,16223,16223,ccgismap - Area 09 Maine and Jefferson Township,"['Cook', 'County', 'GIS', 'Dept', 'map', 'of', 'Maine', 'and', 'Jefferson', 'Township', 'in', 'a', 'pdf', 'format', 'Includes', 'streets', 'and', 'municipalities']",Cook County GIS Department,[],[],file,"['infrastructure', 'housing & development', 'finance']",GIS/Maps,"['township', 'jefferson', 'maine', 'map', 'gis']",official,339.0,9.0,2.0,446.0,8.80413102118,datacatalog.cookcountyil.gov,"['township', 'jefferson', 'maine', 'map', 'gis', 'infrastructure', 'housing', '&', 'development', 'finance', 'gis/maps']","['township', 'jefferson', 'maine', 'map', 'gis', 'infrastructure', 'housing', '&', 'development', 'finance', 'gis/maps', 'Cook', 'County', 'GIS', 'Dept', 'map', 'of', 'Maine', 'and', 'Jefferson', 'Township', 'in', 'a', 'pdf', 'format', 'Includes', 'streets', 'and', 'municipalities']","[(2, 0.12557759357494033), (3, 0.063054772477477816), (8, 0.13064468109863731), (12, 0.14544480904277346), (20, 0.044625708322327901), (24, 0.14715823623800819), (33, 0.1133632146292699), (37, 0.047868801415653757), (49, 0.10593913525475858), (51, 0.0426692017923056)]","[(24, 0.1471582362380082), (12, 0.14544480904277346), (8, 0.1306446810986373), (2, 0.12557759357494033), (33, 0.1133632146292699), (49, 0.10593913525475858), (3, 0.06305477247747782), (37, 0.04786880141565376), (20, 0.0446257083223279), (51, 0.0426692017923056)]",24
10217,10386,10386,Pension and Benefits Website,"['A', 'link', 'to', 'the', 'New', 'Jersey', 'Division', 'of', 'Pensions', 'and', 'Benefits', 'website']",,[],[],href,[],Government & Finance,"['link', 'website', 'benefits', 'pensions']",official,62.0,6.0,1.0,440.0,8.78463484556,data.nj.gov,"['link', 'website', 'benefits', 'pensions', 'government', '&', 'finance']","['link', 'website', 'benefits', 'pensions', 'government', '&', 'finance', 'A', 'link', 'to', 'the', 'New', 'Jersey', 'Division', 'of', 'Pensions', 'and', 'Benefits', 'website']","[(9, 0.144230769230769), (14, 0.077694484877573092), (24, 0.35362419644110754), (43, 0.072802197802197682), (47, 0.28708791208791162)]","[(24, 0.35362419644110754), (47, 0.2870879120879116), (9, 0.144230769230769), (14, 0.07769448487757309), (43, 0.07280219780219768)]",24
12417,12586,12586,Special Events Routes,"['All', 'Special', 'Events', 'registered', 'with', 'the', 'City', 'since', 'November', '2014']",City of Raleigh,"['event_contact', 'shape', 'creator', 'editdate', 'editor', 'event_name', 'objectid', 'setup_starttime', 'event_startdate', 'comments', 'event_enddate', 'event_type', 'shape_len', 'googleid', 'phone', 'status', 'breakdown_endtime', 'creationdate', 'email']","['EVENT_CONTACT', 'SHAPE', 'CREATOR', 'EDITDATE', 'EDITOR', 'EVENT_NAME', 'OBJECTID', 'SETUP_STARTTIME', 'EVENT_STARTDATE', 'COMMENTS', 'EVENT_ENDDATE', 'EVENT_TYPE', 'SHAPE.LEN', 'GOOGLEID', 'PHONE', 'STATUS', 'BREAKDOWN_ENDTIME', 'CREATIONDATE', 'EMAIL']",map,[],People,"['transportation', 'road closures', 'special events', 'events']",official,149.0,13.0,1.0,440.0,8.78463484556,data.raleighnc.gov,"['transportation', 'road', 'closures', 'special', 'events', 'events', 'people']","['transportation', 'road', 'closures', 'special', 'events', 'events', 'people', 'All', 'Special', 'Events', 'registered', 'with', 'the', 'City', 'since', 'November', '2014']","[(3, 0.17019992586119806), (7, 0.076622584817931702), (8, 0.16065639164060641), (24, 0.18238313450698337), (28, 0.079606629974809315), (31, 0.12295267726890061), (33, 0.14576546911638252)]","[(24, 0.18238313450698337), (3, 0.17019992586119806), (8, 0.1606563916406064), (33, 0.14576546911638252), (31, 0.1229526772689006), (28, 0.07960662997480931), (7, 0.0766225848179317)]",24
13924,14093,14093,Average Travel Time in Minutes on US 101 San Mateo County,"['Travel', 'times', 'Northbound', '(NB)', 'Southbound', '(SB)', 'between', 'San', 'Francisco', 'and', 'Santa', 'Clara', 'Lines', 'Times', 'listed', 'for', 'both', 'morning', '(AM', '7am', '9am)', 'and', 'evening', '(PM', '4pm', '7pm)', 'peak', 'commute', 'periods', 'Times', 'listed', 'in', 'four', 'modes', 'of', 'transportation', '(auto', 'alone', 'carpool', 'Caltrain', 'SamTrans)', 'for', 'years', '2013', '2011', '2009', '2007', 'and', '2005']",City/County Association of Governments of San Mateo County Congestion Management Program,"['_2011_sb_pm', '_2005_sb_pm', '_20005_nb_am', '_2011_nb_pm', '_2011_nb_am', 'mode', '_2013_nb_am', '_2011_sb_am', '_2009_sb_am', '_20007_sb_am', '_2005_sb_am', '_2009_nb_pm', '_2005_nb_pm', '_2007_nb_pm', '_2009_sb_pm', '_2013_nb_pm', '_2009_nb_am', '_20007_sb_pm', '_2013_sb_pm', '_2007_nb_am', '_2013_sb_pm_2']","['2011_SB_PM', '2005_SB_PM', '2005_NB_AM', '2011_NB_PM', '2011_NB_AM', 'Mode', '2013_NB_AM', '2011_SB_AM', '2009_SB_AM', '2007_SB_AM', '2005_SB_AM', '2009_NB_PM', '2005_NB_PM', '2007_NB_PM', '2009_SB_PM', '2013_NB_PM', '2009_NB_AM', '2007_SB_PM', '2013_SB_AM', '2007_NB_AM', '2013_SB_PM']",dataset,"['public safety', 'recreation', 'health']",Transportation,"['caltrain', 'samtrans', 'ccag', 'commute']",official,91.0,0.0,0.0,397.0,8.63662462054,data.smcgov.org,"['caltrain', 'samtrans', 'ccag', 'commute', 'public', 'safety', 'recreation', 'health', 'transportation']","['caltrain', 'samtrans', 'ccag', 'commute', 'public', 'safety', 'recreation', 'health', 'transportation', 'Travel', 'times', 'Northbound', '(NB)', 'Southbound', '(SB)', 'between', 'San', 'Francisco', 'and', 'Santa', 'Clara', 'Lines', 'Times', 'listed', 'for', 'both', 'morning', '(AM', '7am', '9am)', 'and', 'evening', '(PM', '4pm', '7pm)', 'peak', 'commute', 'periods', 'Times', 'listed', 'in', 'four', 'modes', 'of', 'transportation', '(auto', 'alone', 'carpool', 'Caltrain', 'SamTrans)', 'for', 'years', '2013', '2011', '2009', '2007', 'and', '2005']","[(0, 0.044871794871794907), (1, 0.022649572649572666), (2, 0.028574513266116524), (3, 0.040102314584482684), (6, 0.022649572649572666), (7, 0.067094017094017147), (9, 0.045451678647790775), (13, 0.029874725261624331), (20, 0.02264957264957267), (21, 0.078659182332448147), (24, 0.15914889288365835), (26, 0.073829822965342448), (28, 0.03005770845371657), (30, 0.02264957264957267), (31, 0.022649572649572666), (32, 0.052016031575483006), (36, 0.15005796536636226), (39, 0.072483574919385757)]","[(24, 0.15914889288365835), (36, 0.15005796536636226), (21, 0.07865918233244815), (26, 0.07382982296534245), (39, 0.07248357491938576), (7, 0.06709401709401715), (32, 0.052016031575483006), (9, 0.045451678647790775), (0, 0.04487179487179491), (3, 0.040102314584482684), (28, 0.03005770845371657), (13, 0.02987472526162433), (2, 0.028574513266116524), (20, 0.02264957264957267), (30, 0.02264957264957267), (1, 0.022649572649572666), (6, 0.022649572649572666), (31, 0.022649572649572666)]",24
3807,3807,3807,Mobile App Configuration,"['Configuration', 'file', 'for', 'the', 'demonstration', 'mobile', 'app']",,"['sequence', 'expiration_date', 'dataset_name', 'effective_date', 'development_flag', 'dataset_id', 'untitled', 'properties']","['Sequence', 'Expiration Date', 'Dataset Name', 'Effective Date', 'Development Flag', 'Dataset ID', 'Property', 'Properties']",dataset,[],Telecommunications,[],official,260.0,1.0,0.0,390.0,8.61102479731,data.colorado.gov,['telecommunications'],"['telecommunications', 'Configuration', 'file', 'for', 'the', 'demonstration', 'mobile', 'app']","[(0, 0.15395033379123307), (22, 0.14560439560439564), (24, 0.23785333185621857), (29, 0.18786666402287827), (36, 0.14560439560439564)]","[(24, 0.23785333185621857), (29, 0.18786666402287827), (0, 0.15395033379123307), (22, 0.14560439560439564), (36, 0.14560439560439564)]",24
10488,10657,10657,Core Cultural Jobs (2002-present),"['This', 'data', 'comes', 'from', 'the', 'Cultural', 'Economy', 'Snapshot', 'put', 'out', 'by', 'the', ""Mayor's"", 'Office', 'of', 'Cultural', 'Economy', 'commissioned', 'Mt', 'Auburn', 'Associates', 'was', 'commissioned', 'to', 'do', 'the', 'research', 'for', 'the', 'Snapshot', 'The', 'data', 'they', 'data', 'they', 'used', 'comes', 'from', 'Economic', 'Modeling', 'Specialists', 'Intl', '(EMSI)', 'The', 'definition', 'used', 'for', 'core', 'cultural', 'industries', 'includes', '1)', 'Culinary', 'Arts', 'The', 'state’s', 'food', 'related', 'cultural', 'products', 'including', 'food', 'processing', 'specialty', 'food', 'products', 'and', 'locally', 'owned', 'full', 'service', 'restaurants', '(does', 'not', 'include', 'franchise/non', 'local', 'chain', 'restaurants;', 'e', 'g', 'Wendy’s', 'Olive', 'Garden', 'etc', ')', '2)', 'Design', 'Individual', 'Designers', 'and', 'firms', 'involved', 'in', 'the', 'communication', 'arts', 'such', 'as', 'graphic', 'Design', 'printing', 'and', 'advertising', '3)', 'Entertainment', 'The', 'performing', 'arts', '(music', 'theater', 'and', 'dance)', 'individual', 'performers', 'and', 'the', 'film', 'and', 'media', 'industries', '4)', 'Literary', 'Arts', 'and', 'Humanities', 'Individual', 'writers', 'and', 'editors', 'and', 'book', 'periodical', 'and', 'newspaper', 'publishing', '5)', 'Preservation', 'Economic', 'activities', 'focused', 'on', 'the', 'restoration', 'and', 'redevelopment', 'of', 'the', 'built', 'environment', 'including', 'architecture', 'landscape', 'architecture', 'and', 'a', 'percentage', 'of', 'construction', 'activity', 'focused', 'on', 'Preservation', 'and', 'renovation', '6)', 'Visual', 'Arts', 'and', 'Crafts', 'Individual', 'artists', 'and', 'craftspeople', 'as', 'well', 'as', 'the', 'galleries', 'and', 'museums', 'that', 'present', 'cultural', 'products']",City of New Orleans,"['core_cultural_industry_jobs', 'all_jobs', 'geography', 'year', 'rowid', 'date']","['IndicatorName', 'IndicatorValue', 'Location', 'Year', 'RowID', 'Date']",dataset,"['economy', 'education', 'infrastructure']",Economy and Workforce,[],official,707.0,1.0,0.0,358.0,8.48784003382,data.nola.gov,"['economy', 'education', 'infrastructure', 'economy', 'and', 'workforce']","['economy', 'education', 'infrastructure', 'economy', 'and', 'workforce', 'This', 'data', 'comes', 'from', 'the', 'Cultural', 'Economy', 'Snapshot', 'put', 'out', 'by', 'the', ""Mayor's"", 'Office', 'of', 'Cultural', 'Economy', 'commissioned', 'Mt', 'Auburn', 'Associates', 'was', 'commissioned', 'to', 'do', 'the', 'research', 'for', 'the', 'Snapshot', 'The', 'data', 'they', 'data', 'they', 'used', 'comes', 'from', 'Economic', 'Modeling', 'Specialists', 'Intl', '(EMSI)', 'The', 'definition', 'used', 'for', 'core', 'cultural', 'industries', 'includes', '1)', 'Culinary', 'Arts', 'The', 'state’s', 'food', 'related', 'cultural', 'products', 'including', 'food', 'processing', 'specialty', 'food', 'products', 'and', 'locally', 'owned', 'full', 'service', 'restaurants', '(does', 'not', 'include', 'franchise/non', 'local', 'chain', 'restaurants;', 'e', 'g', 'Wendy’s', 'Olive', 'Garden', 'etc', ')', '2)', 'Design', 'Individual', 'Designers', 'and', 'firms', 'involved', 'in', 'the', 'communication', 'arts', 'such', 'as', 'graphic', 'Design', 'printing', 'and', 'advertising', '3)', 'Entertainment', 'The', 'performing', 'arts', '(music', 'theater', 'and', 'dance)', 'individual', 'performers', 'and', 'the', 'film', 'and', 'media', 'industries', '4)', 'Literary', 'Arts', 'and', 'Humanities', 'Individual', 'writers', 'and', 'editors', 'and', 'book', 'periodical', 'and', 'newspaper', 'publishing', '5)', 'Preservation', 'Economic', 'activities', 'focused', 'on', 'the', 'restoration', 'and', 'redevelopment', 'of', 'the', 'built', 'environment', 'including', 'architecture', 'landscape', 'architecture', 'and', 'a', 'percentage', 'of', 'construction', 'activity', 'focused', 'on', 'Preservation', 'and', 'renovation', '6)', 'Visual', 'Arts', 'and', 'Crafts', 'Individual', 'artists', 'and', 'craftspeople', 'as', 'well', 'as', 'the', 'galleries', 'and', 'museums', 'that', 'present', 'cultural', 'products']","[(0, 0.015580330846682993), (1, 0.015880192042631042), (4, 0.022215220195718397), (5, 0.038510134264198602), (7, 0.021763087352046195), (12, 0.019681212358322233), (13, 0.055699543678212608), (22, 0.11579311821291458), (23, 0.020443957144372357), (24, 0.23169803758220206), (25, 0.015928899454817916), (27, 0.045547785000750546), (28, 0.022023139236939129), (29, 0.011156663389250889), (31, 0.029514070401801675), (32, 0.010595615388330001), (34, 0.055352140666617929), (35, 0.032410228100159442), (36, 0.013330758893702688), (37, 0.01308612145424176), (41, 0.019705537721095585), (44, 0.01832430017164027), (48, 0.013181823593332873), (49, 0.023333085590147955), (50, 0.050476918514183948)]","[(24, 0.23169803758220206), (22, 0.11579311821291458), (13, 0.05569954367821261), (34, 0.05535214066661793), (50, 0.05047691851418395), (27, 0.045547785000750546), (5, 0.0385101342641986), (35, 0.03241022810015944), (31, 0.029514070401801675), (49, 0.023333085590147955), (4, 0.022215220195718397), (28, 0.02202313923693913), (7, 0.021763087352046195), (23, 0.020443957144372357), (41, 0.019705537721095585), (12, 0.019681212358322233), (44, 0.01832430017164027), (25, 0.015928899454817916), (1, 0.015880192042631042), (0, 0.015580330846682993), (36, 0.013330758893702688), (48, 0.013181823593332873), (37, 0.01308612145424176), (29, 0.01115666338925089), (32, 0.010595615388330001)]",24
5480,5480,5480,Skilled Nursing Care Facilities,"['Department', 'of', 'Health', 'Skilled', 'Nursing', 'Care', 'Facilities']",Department of Health,"['house', 'location_1', 'island', 'services', 'zip_code', 'phone', 'name']","['House', 'Location 1', 'Island', 'Services', 'Zip code', 'PHONE', 'Name']",dataset,[],Health,"['care', 'nursing']",official,2044.0,9.0,1.0,342.0,8.42206476617,data.hawaii.gov,"['care', 'nursing', 'health']","['care', 'nursing', 'health', 'Department', 'of', 'Health', 'Skilled', 'Nursing', 'Care', 'Facilities']","[(2, 0.30192307692307691), (24, 0.40192307692307694), (47, 0.20192307692307693)]","[(24, 0.40192307692307694), (2, 0.3019230769230769), (47, 0.20192307692307693)]",24
4614,4614,4614,Search Montana.gov,"['Description', 'Phone', 'Numbers', 'and', 'Locations', 'for', 'various', 'topics']",Department of Administration,"['description', 'address', 'telephone', 'agency', 'division']","['Description', 'Address', 'Telephone', 'Agency', 'Division']",dataset,[],Local Government,['app challenge'],official,132.0,10.0,1.0,322.0,8.33539035469,data.datamontana.us,"['app', 'challenge', 'local', 'government']","['app', 'challenge', 'local', 'government', 'Description', 'Phone', 'Numbers', 'and', 'Locations', 'for', 'various', 'topics']","[(5, 0.094897756256553611), (9, 0.11057428573586973), (22, 0.26117790710673594), (24, 0.26761578516657358), (25, 0.18356643356643321)]","[(24, 0.2676157851665736), (22, 0.26117790710673594), (25, 0.1835664335664332), (9, 0.11057428573586973), (5, 0.09489775625655361)]",24
12456,12625,12625,Bi-Weekly Recycling Phases - City of Raleigh,"['https', '//maps', 'raleighnc', 'gov/arcgis/rest/services/Services/ServicesIMaps/MapServer/34', 'ESRI', 'ARCGIS']",City of Raleigh Solid Waste Services,"['objectid', 'shape_area', 'collect_day', 'phase_date', 'shape', 'pilot', 'week', 'shape_len', 'phase']","['OBJECTID', 'SHAPE.AREA', 'COLLECT_DAY', 'PHASE_DATE', 'SHAPE', 'PILOT', 'WEEK', 'SHAPE.LEN', 'PHASE']",map,[],Sustainability,[],official,61.0,11.0,0.0,301.0,8.23840473933,data.raleighnc.gov,['sustainability'],"['sustainability', 'https', '//maps', 'raleighnc', 'gov/arcgis/rest/services/Services/ServicesIMaps/MapServer/34', 'ESRI', 'ARCGIS']","[(0, 0.14560439560439567), (8, 0.14560439560439567), (24, 0.28556132363999231), (29, 0.14850461042594193), (30, 0.14560439560439567)]","[(24, 0.2855613236399923), (29, 0.14850461042594193), (0, 0.14560439560439567), (8, 0.14560439560439567), (30, 0.14560439560439567)]",24
18720,18889,18889,Star Ratings From Medicare For Utah Nursing Homes 2014,"['This', 'data', 'set', 'contains', 'the', '5', 'star', 'ratings', 'for', 'nursing', 'homes', 'in', 'Utah', 'by', 'the', 'Center', 'for', 'Medicare', 'and', 'Medicaid', 'Services', 'Ratings', 'for', 'Health', 'inspections', 'Staffing', 'and', 'Quality', 'measures', 'are', 'included', 'The', '5', 'star', 'quality', 'rating', 'system', ""isn't"", 'a', 'substitute', 'for', 'visiting', 'the', 'nursing', 'home', 'This', 'system', 'can', 'give', 'you', 'important', 'information', 'help', 'you', 'compare', 'nursing', 'homes', 'by', 'topics', 'you', 'consider', 'most', 'important', 'and', 'help', 'you', 'think', 'of', 'questions', 'to', 'ask', 'when', 'you', 'visit', 'the', 'nursing', 'home', 'Use', 'the', '5', 'star', 'ratings', 'together', 'with', 'other', 'sources', 'of', 'information']",Centers for Medicare and Medicaid Services,"['overall_rating', 'staffing_rating', 'staffing_rating_footnote', 'overall_rating_footnote', 'qm_rating', 'provider_state', 'rn_staffing_rating', 'qm_rating_footnote', 'processing_date', 'federal_provider_number', 'health_inspection_rating_footnote', 'provider_name', 'location', 'rn_staffing_rating_footnote', 'health_inspection_rating']","['Overall Rating', 'Staffing Rating', 'Staffing Rating Footnote', 'Overall Rating Footnote', 'QM Rating', 'Provider State', 'RN Staffing Rating', 'QM Rating Footnote', 'Processing Date', 'Federal Provider Number', 'Health Inspection Rating Footnote', 'Provider Name', 'Location', 'RN Staffing Rating Footnote', 'Health Inspection Rating']",dataset,['health'],Health,['nursing home'],official,30.0,3.0,1.0,299.0,8.2288186905,opendata.utah.gov,"['nursing', 'home', 'health', 'health']","['nursing', 'home', 'health', 'health', 'This', 'data', 'set', 'contains', 'the', '5', 'star', 'ratings', 'for', 'nursing', 'homes', 'in', 'Utah', 'by', 'the', 'Center', 'for', 'Medicare', 'and', 'Medicaid', 'Services', 'Ratings', 'for', 'Health', 'inspections', 'Staffing', 'and', 'Quality', 'measures', 'are', 'included', 'The', '5', 'star', 'quality', 'rating', 'system', ""isn't"", 'a', 'substitute', 'for', 'visiting', 'the', 'nursing', 'home', 'This', 'system', 'can', 'give', 'you', 'important', 'information', 'help', 'you', 'compare', 'nursing', 'homes', 'by', 'topics', 'you', 'consider', 'most', 'important', 'and', 'help', 'you', 'think', 'of', 'questions', 'to', 'ask', 'when', 'you', 'visit', 'the', 'nursing', 'home', 'Use', 'the', '5', 'star', 'ratings', 'together', 'with', 'other', 'sources', 'of', 'information']","[(0, 0.074239444012963729), (2, 0.060984092272991529), (6, 0.019736140077407694), (9, 0.024224748667823651), (10, 0.071990612867155662), (11, 0.055691662046060721), (21, 0.030743186607409535), (24, 0.14769456074736009), (27, 0.022300518995809881), (28, 0.02102879395135069), (35, 0.048791399649473113), (36, 0.029911435150759606), (39, 0.14359042898228042), (41, 0.019346503481600042), (42, 0.11417543236714311), (43, 0.020575912452743345), (49, 0.082955896900436643)]","[(24, 0.1476945607473601), (39, 0.14359042898228042), (42, 0.11417543236714311), (49, 0.08295589690043664), (0, 0.07423944401296373), (10, 0.07199061286715566), (2, 0.06098409227299153), (11, 0.05569166204606072), (35, 0.04879139964947311), (21, 0.030743186607409535), (36, 0.029911435150759606), (9, 0.02422474866782365), (27, 0.02230051899580988), (28, 0.02102879395135069), (43, 0.020575912452743345), (6, 0.019736140077407694), (41, 0.019346503481600042)]",24
16136,16305,16305,GIS--Shapefiles of shelters in the Cook County Forest Preserves,"['Shelters', 'within', 'the', 'Forest', 'Preserve', 'District', 'of', 'Cook', 'County', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",Cook County GIS,[],[],file,[],GIS/Maps,"['forest preserve', 'park shelters', 'maps', 'gis']",official,401.0,2.0,0.0,297.0,8.21916852046,datacatalog.cookcountyil.gov,"['forest', 'preserve', 'park', 'shelters', 'maps', 'gis', 'gis/maps']","['forest', 'preserve', 'park', 'shelters', 'maps', 'gis', 'gis/maps', 'Shelters', 'within', 'the', 'Forest', 'Preserve', 'District', 'of', 'Cook', 'County', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.041294956675901426), (9, 0.1161242603550295), (21, 0.045574315640303315), (24, 0.36000061207670886), (28, 0.074523242265016804), (29, 0.08748562585824271), (30, 0.11904509411278517), (35, 0.043462103961555275), (37, 0.039416188914179168), (51, 0.042008511382880691)]","[(24, 0.36000061207670886), (30, 0.11904509411278517), (9, 0.1161242603550295), (29, 0.08748562585824271), (28, 0.0745232422650168), (21, 0.045574315640303315), (35, 0.043462103961555275), (51, 0.04200851138288069), (0, 0.041294956675901426), (37, 0.03941618891417917)]",24
14675,14844,14844,Tx Challenge TxDOT - DOT My35 Information With Data Links,"['Data', 'for', 'Texas', 'Indiana', 'Challenge']",TxDOT,[],[],file,[],,['challenge'],official,359.0,5.0,1.0,297.0,8.21916852046,data.texas.gov,['challenge'],"['challenge', 'Data', 'for', 'Texas', 'Indiana', 'Challenge']","[(24, 0.40384615384615397), (41, 0.2038461538461539), (45, 0.2038461538461539)]","[(24, 0.40384615384615397), (41, 0.2038461538461539), (45, 0.2038461538461539)]",24
